Possession Status,Price,Covered Area,Carpet Area,City,Type of Property,bedroom,Bathroom,Parking,Location,Society,Ownership Type,isPrimeLocationProperty,Maintenance Charges
Under Construction,3299000.0,580.0,399.0,Thane,Apartment,1,1.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,5050000.0,872.0,602.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,,Y,1400.0
Under Construction,4646000.0,950.0,645.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1900.0
Under Construction,3171000.0,645.0,400.0,Thane,Apartment,1,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1350.0
Ready to Move,4500000.0,630.0,450.0,Thane,Apartment,1,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,0.0
Under Construction,3400000.0,550.0,399.0,Thane,Apartment,1,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,3.0
Under Construction,5800000.0,950.0,675.0,Thane,Apartment,2,2.0,,"Kalyan East, Thane",Y,Freehold,Y,
Under Construction,12100000.0,1405.0,843.0,Thane,Apartment,3,3.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,2800.0
Ready to Move,6000000.0,1020.0,700.0,Thane,Apartment,2,2.0,1 Open,"Chakki Naka, Thane",Y,Freehold,Y,3.0
Under Construction,4290000.0,850.0,590.0,Thane,Apartment,2,2.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,900.0
Under Construction,2999000.0,550.0,390.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,3099000.0,550.0,390.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,900.0
Ready to Move,2616000.0,545.0,396.0,Thane,Apartment,1,1.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,4550000.0,935.0,619.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1700.0
Ready to Move,5000000.0,680.0,460.0,Thane,Apartment,1,2.0,,"Chakki Naka, Thane",N,Freehold,Y,2200.0
Under Construction,4700000.0,600.0,424.0,Thane,Apartment,1,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,0.0
Under Construction,3699000.0,640.0,442.0,Thane,Apartment,1,1.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,5150000.0,875.0,603.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1400.0
Ready to Move,5200000.0,710.0,490.0,Thane,Apartment,1,2.0,,"Kalyan East, Thane",N,Freehold,Y,2500.0
Under Construction,2997000.0,600.0,400.0,Thane,Apartment,1,1.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,3491000.0,650.0,450.0,Thane,Apartment,1,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1900.0
Under Construction,4400000.0,580.0,580.0,Thane,Apartment,2,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,2.0
Under Construction,4950000.0,602.0,602.0,Thane,Apartment,2,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,3.0
Ready to Move,6000000.0,1020.0,700.0,Thane,Apartment,2,2.0,1 Open,"Chakki Naka, Thane",Y,Freehold,Y,3.0
Under Construction,4290000.0,850.0,590.0,Thane,Apartment,2,2.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,900.0
Under Construction,2999000.0,550.0,390.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,3099000.0,550.0,390.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,900.0
Ready to Move,2616000.0,545.0,396.0,Thane,Apartment,1,1.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,4550000.0,935.0,619.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1700.0
Ready to Move,5000000.0,680.0,460.0,Thane,Apartment,1,2.0,,"Chakki Naka, Thane",N,Freehold,Y,2200.0
Under Construction,4700000.0,600.0,424.0,Thane,Apartment,1,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,0.0
Under Construction,3699000.0,640.0,442.0,Thane,Apartment,1,1.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,5150000.0,875.0,603.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1400.0
Ready to Move,5200000.0,710.0,490.0,Thane,Apartment,1,2.0,,"Kalyan East, Thane",N,Freehold,Y,2500.0
Under Construction,2997000.0,600.0,400.0,Thane,Apartment,1,1.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,3491000.0,650.0,450.0,Thane,Apartment,1,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1900.0
Under Construction,4400000.0,580.0,580.0,Thane,Apartment,2,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,2.0
Under Construction,4950000.0,602.0,602.0,Thane,Apartment,2,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,3.0
Ready to Move,,600.0,,Thane,Apartment,1,1.0,1 Covered,"Kalyan East, Thane",Y,,N,
Ready to Move,1500000.0,529.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,,N,
Ready to Move,1900000.0,545.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,,N,
Ready to Move,3000000.0,870.0,,Thane,Apartment,2,2.0,,"Kalyan East, Thane",Y,,N,
Ready to Move,1550000.0,635.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,,Y,
Ready to Move,2000000.0,785.0,,Thane,Apartment,2,1.0,,"Kalyan East, Thane",Y,,Y,
Ready to Move,1200000.0,450.0,450.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,Co-operative Society,Y,
Ready to Move,1211250.0,425.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,Freehold,Y,
Ready to Move,1300000.0,455.0,345.0,Thane,Residential House,1,1.0,1 Covered,,Y,Freehold,Y,800.0
Ready to Move,1800000.0,500.0,490.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Co-operative Society,Y,
Ready to Move,3500000.0,550.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,Y,
Ready to Move,8500000.0,865.0,,Thane,Apartment,2,2.0,,"Kalyan East, Thane",N,,Y,
Ready to Move,2200000.0,650.0,430.0,Thane,Apartment,1,1.0,,"Nandivali Gaon, Thane",N,Freehold,Y,
Under Construction,2715125.0,545.0,376.0,Thane,Apartment,1,1.0,1 Open,"Kalyan East, Thane",N,,Y,
Ready to Move,1700000.0,450.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,Y,
Ready to Move,2700000.0,565.0,,Thane,Apartment,2,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,2100000.0,592.0,,Thane,Apartment,1,1.0,1 Open,"Kalyan East, Thane",N,,N,
Ready to Move,2200000.0,470.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,4500000.0,565.0,500.0,Thane,Apartment,2,1.0,,"Kalyan East, Thane",N,Freehold,N,620.0
Ready to Move,3800000.0,700.0,,Thane,Apartment,2,2.0,"1 Covered, 1 Open","Kalyan East, Thane",N,,N,
Ready to Move,2800000.0,575.0,470.0,Thane,Apartment,1,1.0,,"Nandivali Gaon, Thane",N,,N,
Ready to Move,4000000.0,525.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,3500000.0,728.0,,Thane,Apartment,1,2.0,,"Kalyan East, Thane",N,,N,
Ready to Move,1800000.0,300.0,250.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Co-operative Society,N,
Ready to Move,4200000.0,600.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
,4600000.0,1000.0,,Thane,Apartment,2,2.0,,"Kalyan East, Thane",N,,N,1200.0
Ready to Move,4100000.0,555.0,420.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Freehold,N,
Ready to Move,3300000.0,575.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Under Construction,3200000.0,,385.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,Freehold,Y,0.0
Ready to Move,2200000.0,485.0,,Thane,Builder Floor Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,2500000.0,500.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,2000000.0,500.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,3200000.0,548.0,,Thane,Builder Floor Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,3250000.0,645.0,,Thane,Apartment,2,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,1350000.0,351.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,2200000.0,500.0,478.0,Kalyan,Apartment,2,1.0,,"Kalyan East, Kalyan",N,,Y,500.0
Ready to Move,2800000.0,,310.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Co-operative Society,Y,
Ready to Move,9500000.0,1000.0,,Thane,Apartment,2,2.0,,"Kalyan East, Thane",N,,Y,
Ready to Move,3100000.0,540.0,,Mumbai,Apartment,1,1.0,,"Kalyan East, Mumbai",N,Co-operative Society,Y,
Ready to Move,5200000.0,620.0,,Thane,Apartment,1,2.0,1 Open,"Kalyan East, Thane",N,Co-operative Society,Y,
Ready to Move,6000000.0,950.0,,Thane,Apartment,2,2.0,,"Kalyan East, Thane",N,,Y,
Ready to Move,5400000.0,798.0,639.0,Thane,Apartment,2,2.0,,"Kalyan East, Thane",N,,Y,1000.0
Ready to Move,1225000.0,350.0,,Thane,Builder Floor Apartment,1,1.0,,"Kalyan East, Thane",N,,Y,
Ready to Move,3100000.0,675.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,Y,
Ready to Move,1400000.0,400.0,,Thane,Builder Floor Apartment,1,1.0,,"Kalyan East, Thane",N,Freehold,Y,
Ready to Move,3700000.0,915.0,800.0,Kalyan,Apartment,2,2.0,,"Kalyan East, Kalyan",N,Co-operative Society,N,
Ready to Move,5500000.0,733.0,,Thane,Apartment,2,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,1900000.0,505.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,1500000.0,390.0,,Thane,Builder Floor Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,3350000.0,670.0,460.0,Thane,Apartment,2,1.0,1 Open,"Nandivali Gaon, Thane",N,Co-operative Society,N,
Ready to Move,2160000.0,500.0,480.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,,N,500.0
Ready to Move,2500000.0,635.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,2300000.0,525.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,3500000.0,521.0,380.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,2300000.0,565.0,450.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Freehold,N,700.0
Ready to Move,2000000.0,450.0,,Thane,Apartment,1,1.0,1 Open,"Nandivali Gaon, Thane",N,,N,
Ready to Move,3900000.0,,745.0,Thane,Apartment,2,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,2300000.0,350.0,245.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Co-operative Society,N,
Ready to Move,3500000.0,725.0,680.0,Thane,Builder Floor Apartment,2,1.0,,"Kalyan East, Thane",N,Freehold,N,800.0
Ready to Move,4000000.0,952.0,,Thane,Apartment,2,2.0,,"Kalyan East, Thane",N,,N,
Ready to Move,6400000.0,900.0,,Thane,Apartment,2,2.0,,"Kalyan East, Thane",N,,N,
Ready to Move,5000000.0,610.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,,N,
Ready to Move,5800000.0,1321.0,,Thane,Apartment,2,2.0,1 Covered,"Chakki Naka, Thane",N,Co-operative Society,N,
Ready to Move,2400000.0,500.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Freehold,N,
Ready to Move,4500000.0,875.0,,Thane,Builder Floor Apartment,2,1.0,,"Kalyan East, Thane",N,Co-operative Society,N,700.0
Ready to Move,3000000.0,585.0,,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Co-operative Society,Y,
Ready to Move,1250000.0,353.0,275.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,Co-operative Society,Y,1000.0
Ready to Move,1600000.0,280.0,215.0,Thane,Apartment,1,1.0,1 Open,"Kalyan East, Thane",N,Co-operative Society,Y,
Ready to Move,4000000.0,668.0,,Kalyan,Apartment,1,1.0,2 Open,"Tisgaon Naka, Kalyan",N,Freehold,Y,1100.0
Ready to Move,3800000.0,420.0,,Thane,Apartment,1,2.0,,"Kalyan East, Thane",N,Freehold,Y,
Ready to Move,6000000.0,550.0,,Thane,Apartment,2,1.0,,"Kalyan East, Thane",N,Co-operative Society,Y,
Ready to Move,6000000.0,725.0,,Thane,Apartment,1,2.0,,"Kalyan East, Thane",N,Co-operative Society,Y,
Ready to Move,2000000.0,460.0,330.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,Freehold,Y,500.0
Ready to Move,4300000.0,665.0,540.0,Thane,Apartment,2,1.0,1 Open,"Nandivali Gaon, Thane",N,Freehold,Y,
Ready to Move,3700000.0,550.0,400.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Freehold,Y,1000.0
Ready to Move,4600000.0,780.0,610.0,Thane,Apartment,1,2.0,,"Kalyan East, Thane",N,Freehold,Y,
Under Construction,4800000.0,705.0,423.0,Thane,Apartment,1,1.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,1800.0
Under Construction,4100000.0,660.0,445.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,Freehold,Y,
Under Construction,3050000.0,610.0,385.0,Thane,Apartment,1,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,1550.0
Under Construction,2900000.0,650.0,423.0,Thane,Apartment,1,2.0,,"Kalyan East, Thane",Y,Freehold,Y,3.0
Under Construction,2999000.0,550.0,417.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",Y,Freehold,Y,3.0
Under Construction,9000000.0,1165.0,718.0,Thane,Apartment,2,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,3.0
Under Construction,6590000.0,1300.0,890.0,Thane,Apartment,3,3.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,900.0
Under Construction,2550000.0,540.0,371.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Chakki Naka, Thane",Y,Freehold,Y,1200.0
Under Construction,2940000.0,550.0,390.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,900.0
Ready to Move,2616000.0,576.0,376.0,Thane,Apartment,1,1.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,3000000.0,550.0,385.0,Thane,Apartment,1,2.0,"1 Covered, 1 Open","Kalyan East, Thane",Y,Freehold,Y,1500.0
Ready to Move,2900000.0,630.0,450.0,Thane,Apartment,1,1.0,,"Kalyan East, Thane",N,Freehold,Y,700.0
Ready to Move,4200000.0,700.0,650.0,Thane,Apartment,2,2.0,,"Tisgaon Naka, Thane",N,Freehold,Y,800.0
Under Construction,2995000.0,600.0,400.0,Thane,Apartment,1,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1300.0
Ready to Move,7000000.0,791.0,650.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",N,Freehold,Y,2200.0
Under Construction,4119000.0,705.0,495.0,Thane,Apartment,1,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,0.0
Under Construction,5500000.0,550.0,550.0,Thane,Apartment,2,3.0,1 Covered,"Chakki Naka, Thane",Y,Freehold,Y,0.0
Under Construction,3200000.0,385.0,385.0,Thane,Apartment,1,2.0,1 Covered,"Chakki Naka, Thane",Y,Freehold,Y,72000.0
Under Construction,4200000.0,890.0,572.0,Thane,Apartment,2,2.0,,"Kalyan East, Thane",Y,Freehold,Y,1500.0
Under Construction,2990000.0,550.0,385.0,Thane,Apartment,1,2.0,,"Kalyan East, Thane",Y,Freehold,Y,1500.0
Ready to Move,3400000.0,650.0,450.0,Thane,Apartment,1,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,1000.0
Under Construction,3640000.0,642.0,444.0,Thane,Apartment,1,1.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1200.0
Under Construction,3153000.0,876.0,605.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1400.0
Ready to Move,5400000.0,710.0,460.0,Thane,Apartment,1,2.0,,"Chakki Naka, Thane",N,Freehold,Y,2500.0
Under Construction,4100000.0,780.0,555.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,0.0
Under Construction,4000000.0,850.0,600.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1500.0
Under Construction,4387000.0,850.0,555.0,Thane,Apartment,2,2.0,1 Open,"Kalyan East, Thane",Y,Freehold,Y,1750.0
Under Construction,2899000.0,423.0,423.0,Thane,Apartment,1,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,2.0
Under Construction,4750000.0,790.0,555.0,Thane,Apartment,2,2.0,1 Covered,"Kalyan East, Thane",Y,Freehold,Y,3.0
Under Construction,23000000.0,890.0,644.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",N,Freehold,Y,5152.0
Under Construction,14800000.0,980.0,605.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",Y,Freehold,Y,1.0
Under Construction,11000000.0,474.0,474.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",Y,Freehold,Y,0.0
Ready to Move,26500000.0,1050.0,800.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",Y,Freehold,Y,0.0
Under Construction,20300000.0,1064.0,645.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",Y,Co-operative Society,Y,6500.0
Under Construction,11500000.0,780.0,601.0,Mumbai,Apartment,2,2.0,,"Oshiwara, Mumbai",Y,Freehold,Y,2500.0
Under Construction,8400000.0,,384.0,Mumbai,Apartment,1,1.0,,"Oshiwara, Mumbai",Y,Freehold,Y,
Under Construction,12200000.0,509.0,,Mumbai,Apartment,1,2.0,,"Bandivali, Mumbai",Y,Freehold,Y,
Ready to Move,28500000.0,1150.0,815.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",Y,Co-operative Society,Y,5000.0
Ready to Move,50000000.0,2500.0,1530.0,Mumbai,Apartment,5,4.0,,"Jogeshwari West, Mumbai",Y,Freehold,Y,
Ready to Move,14000000.0,650.0,470.0,Mumbai,Apartment,1,2.0,1 Covered,"Malcom Baug, Mumbai",Y,Freehold,Y,
Under Construction,12900000.0,927.0,601.0,Mumbai,Apartment,2,2.0,,"Oshiwara, Mumbai",Y,Freehold,Y,6000.0
Ready to Move,19500000.0,1000.0,750.0,Mumbai,Apartment,2,2.0,1 Open,"Oshiwara, Mumbai",Y,Co-operative Society,Y,4000.0
Under Construction,8000000.0,610.0,378.0,Mumbai,Apartment,1,1.0,"1 Covered, 1 Open","Oshiwara, Mumbai",Y,Freehold,Y,5.0
Under Construction,19500000.0,809.0,675.0,Mumbai,Apartment,2,2.0,1 Covered,"Jogeshwari West, Mumbai",Y,Freehold,Y,4500.0
Ready to Move,11000000.0,615.0,435.0,Mumbai,Apartment,1,1.0,1 Covered,"Bandivali, Mumbai",Y,Freehold,Y,5.0
Ready to Move,22500000.0,820.0,720.0,Mumbai,Apartment,2,2.0,1 Open,"Jogeshwari West, Mumbai",Y,Freehold,Y,7000.0
Ready to Move,20000000.0,985.0,700.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",Y,Freehold,Y,5000.0
Ready to Move,16700000.0,1043.0,652.0,Mumbai,Apartment,2,2.0,1 Covered,"Jogeshwari West, Mumbai",Y,Freehold,Y,5000.0
Under Construction,22000000.0,809.0,809.0,Mumbai,Apartment,3,3.0,1 Covered,"Jogeshwari West, Mumbai",N,Freehold,Y,7.0
Under Construction,10900000.0,650.0,515.0,Mumbai,Apartment,2,2.0,,"Oshiwara, Mumbai",Y,Freehold,Y,
Ready to Move,28500000.0,1150.0,850.0,Mumbai,Apartment,2,2.0,1 Open,"Oshiwara, Mumbai",Y,Co-operative Society,Y,5600.0
Ready to Move,135000000.0,3300.0,2300.0,Mumbai,Apartment,4,5.0,2 Open,"Oshiwara, Mumbai",Y,Freehold,Y,14.0
Ready to Move,120000000.0,4300.0,2800.0,Mumbai,Apartment,4,5.0,3 Covered,"Oshiwara, Mumbai",Y,Freehold,Y,30000.0
Under Construction,7800000.0,610.0,378.0,Mumbai,Apartment,1,1.0,"1 Covered, 1 Open","Oshiwara, Mumbai",Y,Freehold,Y,5.0
Jun '26,12300000.0,,534.0,Mumbai,Apartment,2,2.0,1 Open,"Oshiwara, Mumbai",N,,Y,
Jun '26,7100000.0,,358.0,Mumbai,Apartment,1,1.0,1 Open,"Oshiwara, Mumbai",N,,Y,
Dec '28,15800000.0,,605.0,Mumbai,Apartment,2,3.0,,"Jogeshwari West, Mumbai",N,,Y,
Nov '25,9420000.0,,351.0,Mumbai,Apartment,1,1.0,,"Jogeshwari West, Mumbai",N,,Y,
Dec '28,10300000.0,,401.0,Mumbai,Apartment,1,2.0,,"Jogeshwari West, Mumbai",N,,Y,
Under Construction,8000000.0,610.0,378.0,Mumbai,Apartment,1,1.0,"1 Covered, 1 Open","Oshiwara, Mumbai",Y,Freehold,Y,5.0
Under Construction,19500000.0,809.0,675.0,Mumbai,Apartment,2,2.0,1 Covered,"Jogeshwari West, Mumbai",Y,Freehold,Y,4500.0
Ready to Move,11000000.0,615.0,435.0,Mumbai,Apartment,1,1.0,1 Covered,"Bandivali, Mumbai",Y,Freehold,Y,5.0
Ready to Move,22500000.0,820.0,720.0,Mumbai,Apartment,2,2.0,1 Open,"Jogeshwari West, Mumbai",Y,Freehold,Y,7000.0
Ready to Move,20000000.0,985.0,700.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",Y,Freehold,Y,5000.0
Ready to Move,16700000.0,1043.0,652.0,Mumbai,Apartment,2,2.0,1 Covered,"Jogeshwari West, Mumbai",Y,Freehold,Y,5000.0
Under Construction,22000000.0,809.0,809.0,Mumbai,Apartment,3,3.0,1 Covered,"Jogeshwari West, Mumbai",N,Freehold,Y,7.0
Under Construction,10900000.0,650.0,515.0,Mumbai,Apartment,2,2.0,,"Oshiwara, Mumbai",Y,Freehold,Y,
Ready to Move,28500000.0,1150.0,850.0,Mumbai,Apartment,2,2.0,1 Open,"Oshiwara, Mumbai",Y,Co-operative Society,Y,5600.0
Ready to Move,135000000.0,3300.0,2300.0,Mumbai,Apartment,4,5.0,2 Open,"Oshiwara, Mumbai",Y,Freehold,Y,14.0
Ready to Move,120000000.0,4300.0,2800.0,Mumbai,Apartment,4,5.0,3 Covered,"Oshiwara, Mumbai",Y,Freehold,Y,30000.0
Under Construction,7800000.0,610.0,378.0,Mumbai,Apartment,1,1.0,"1 Covered, 1 Open","Oshiwara, Mumbai",Y,Freehold,Y,5.0
Jun '26,12300000.0,,534.0,Mumbai,Apartment,2,2.0,1 Open,"Oshiwara, Mumbai",N,,Y,
Jun '26,7100000.0,,358.0,Mumbai,Apartment,1,1.0,1 Open,"Oshiwara, Mumbai",N,,Y,
Dec '28,15800000.0,,605.0,Mumbai,Apartment,2,3.0,,"Jogeshwari West, Mumbai",N,,Y,
Nov '25,9420000.0,,351.0,Mumbai,Apartment,1,1.0,,"Jogeshwari West, Mumbai",N,,Y,
Dec '28,10300000.0,,401.0,Mumbai,Apartment,1,2.0,,"Jogeshwari West, Mumbai",N,,Y,
,,250.0,,Mumbai,Apartment,1,,,"Jogeshwari West, Mumbai",Y,,Y,
,,1550.0,,Mumbai,Apartment,2,,,"Jogeshwari West, Mumbai",Y,,Y,
Ready to Move,1650000.0,495.0,,Mumbai,Apartment,1,1.0,1 Open,"Bandivali, Mumbai",Y,,Y,
Under Construction,8500000.0,450.0,401.0,Mumbai,Apartment,1,2.0,"1 Covered, 1 Open","Oshiwara, Mumbai",Y,Freehold,Y,2000.0
Under Construction,14000000.0,915.0,610.0,Mumbai,Apartment,2,2.0,1 Covered,"Jogeshwari West, Mumbai",Y,Freehold,Y,5000.0
Under Construction,13300000.0,750.0,589.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",Y,Co-operative Society,Y,8000.0
Under Construction,8550000.0,601.0,401.0,Mumbai,Apartment,1,1.0,1 Covered,"Oshiwara, Mumbai",Y,Freehold,Y,1.0
Under Construction,14200000.0,875.0,675.0,Mumbai,Apartment,2,2.0,1 Covered,"Oshiwara, Mumbai",Y,Freehold,Y,1.0
Ready to Move,9500000.0,690.0,,Mumbai,Apartment,1,1.0,,"Jogeshwari West, Mumbai",N,,Y,
Ready to Move,18000000.0,826.0,,Mumbai,Apartment,2,2.0,,"Jogeshwari West, Mumbai",N,,Y,
Ready to Move,12000000.0,765.0,509.0,Mumbai,Apartment,1,2.0,,"Jogeshwari West, Mumbai",N,,Y,
Ready to Move,13000000.0,750.0,,Mumbai,Apartment,1,2.0,,"Jogeshwari West, Mumbai",N,,Y,
Ready to Move,17000000.0,1100.0,704.0,Mumbai,Apartment,2,2.0,,"Jogeshwari West, Mumbai",Y,,Y,
Under Construction,25000000.0,1170.0,,Mumbai,Builder Floor Apartment,2,2.0,,"Oshiwara, Mumbai",N,,N,
Ready to Move,12000000.0,600.0,,Mumbai,Apartment,1,1.0,,"Amrut Nagar, Mumbai",N,,N,
Ready to Move,11000000.0,550.0,,Mumbai,Apartment,1,1.0,1 Open,"Jogeshwari West, Mumbai",N,,N,
Ready to Move,12000000.0,480.0,350.0,Mumbai,Apartment,1,1.0,,"Jogeshwari West, Mumbai",Y,Freehold,N,
Under Construction,8600000.0,,375.0,Mumbai,Apartment,1,2.0,,"Oshiwara, Mumbai",N,,N,
Ready to Move,13500000.0,660.0,,Mumbai,Apartment,2,2.0,,"Jogeshwari West, Mumbai",N,,N,
Ready to Move,13000000.0,750.0,,Mumbai,Apartment,1,2.0,,"Jogeshwari West, Mumbai",N,,N,
Ready to Move,8500000.0,600.0,,Mumbai,Apartment,2,2.0,,"Oshiwara, Mumbai",N,,N,
Ready to Move,11000000.0,700.0,,Mumbai,Apartment,1,1.0,,"Jogeshwari West, Mumbai",N,,N,
Ready to Move,12000000.0,342.0,,Mumbai,Apartment,1,1.0,1 Covered,"Jogeshwari West, Mumbai",N,,Y,
Ready to Move,11000000.0,535.0,,Mumbai,Apartment,1,1.0,,"Jogeshwari West, Mumbai",N,,Y,
Ready to Move,46500000.0,1550.0,1250.0,Mumbai,Apartment,3,3.0,1 Covered,"Oshiwara, Mumbai",N,Freehold,Y,
Ready to Move,12000000.0,550.0,470.0,Mumbai,Apartment,1,1.0,,"Jogeshwari West, Mumbai",Y,,Y,
